Date,Country,Rating,Title,Review,Page
05-Nov-20,the United States,1,"DON""T BUY!!!Have to yell and repeat to get Alexa to activate. DOWNGRADE from Generation 3!"," This is a horrible device and a downgrade from Gen 3.There is a measurable and certifiable difference making Gen 4 WORSE at picking up your voice commands and responding.Typically, you must repeat at least once to get Alexa to answer.The Echo 4th gen microphones are so weak that other Echos (gen 3) in OTHER ROOMS will answer before this one does.Looks great...works horribly.Honestly, Amazon is hurting their reputation with this release.Read the other feedback from others...everyone is having the same problem!POOR DESIGN.RETURNED. ",3
05-Nov-20,the United States,5,Great product!," We have had a couple Echo devices for a while now and just added this version to our son's room. As he is doing school remotely right now, it has been extremely helpful to set alarm reminders so he won't miss his Zooms throughout the day. He also uses it to set timers when he has to read or do other assignments for a particular length of time. We use the intercom feature a lot too so he can let me know whenever he needs my help with a school task while I'm in another part of the house without us having to yell to each other or (heaven forbid) go up/down the stairs a bunch of times. Also, he has always had a hard time falling asleep but rarely would let us play relaxing music to help... but because this device looks so cool and is fun for him to use, he actually is willing to have meditation music play and he falls asleep more quickly now. I love that we can also set it to automatically turn off after a certain amount of time. The clock display is another awesome feature. My son had some cheap alarm clock that had a display you could barely read in the light and it was impossible in the dark. This one is perfectly legible in both dark and light and isn't too bright in the dark that it's distracting. It's also nice that it will show a timer countdown as it nears the end and will show volume level if/when adjusting that. We are very pleased with this new version and would absolutely recommend it! ",3
05-Nov-20,the United States,3,Tiny little speaker with not so great mic," I'm originally a GHome user. Have the whole house outfitted with them speakers. However with all the deals on the echo gear this holiday season and robust skills Alexa has to offer, I figured I'd jump on board. I have an echo dot 3rd gen, echo plus 2nd gen, echo flex, 2 of these echo dot 4th gen's with clock, echo show 8 and another echo dot 4th gen for my son in his bedroom. My original speakers for GHome had a digital clock display and temperature outside. So It was a must to have the clock display on this echo.The Speaker on this 4th gen sound crisp. Listening to music on it is pleasurable. Doesn't have much bass, but what can you expect from a tiny speaker the size of a baseball. I'm not an audiophile so it's good enough for me.My only issue is that the mic on these vs the echo dot 3rd gen is mediocre at best. I always enable whisper mode on all of these devices. One of my favorite features. The echo dot 4 has a tough time hearing me whisper. It hears the wake word, but I have to whisper loudly for it to catch what I asked for. Defeats the purpose of me whispering. I might as well just talk normally to it. Mind you, I'm only 2-3 feet away from the speaker laying in bed. While this perches on my nightstand. The 3rd gen was perfect in terms of mic sensitivity. Heard me clearly every-time I whispered.Alexa as a whole has poor voice recognition and follow-up conversation. I've linked my spotify account to it and every single playlist I asked for that GHome always played correctly, Alexa would play a completely different playlist. Terrible performance when it comes to voice recognition and understanding what the user is requesting. I made custom routine with my own wake phrase. It doesn't even recognize that correctly. Made me think my NYer accent was the reason it couldn't process them correctly. I began to annunciate words more clearly and it's still lacks proper recognition of what's being requested. I can't stand repeating my self and talking to it in an unnatural way. I honestly feel terrible for the people with heavy foreign accents, it must be even more aggravating.Outside of this issue, I'm facing with Alexa as whole. The echo dot 4 is stylish, pleasing to the ear and eye, and worth it at the current deal prices. Sadly, I can't see my self moving over to Alexa platform entirely just yet. I'll need to have both platforms to take advantage of voice assistance in my home. ",3
05-Nov-20,the United States,4,Worst voice sensitivity of all of my Alexa enabled devices," I received this 4th gen Echo Dot with clock a few weeks ago as a Christmas gift and was eager to install it as our new master bedroom alarm clock to replace the Echo Spot that had been there for the last two years. We didn't need a screen and camera by the bed, so this Dot with built in clock seemed to be the best upgrade.We have multiple echo devices (2x Gen2 Dots, 2x Gen3 Dots, a Fire TV cube, an Echo Spot, and a Sonos Move) and now this new Gen4 Dot. I have to say that the new Gen4 Dot has the worst voice recognition of any Echo or Fire TV device in my home. I have to be in the room, directly facing it, and speaking slowly and loudly for it to recognize me. It's sitting in the exact same position that the Echo Spot sat for the last two years. With the Echo Spot, I could be in the hall outside the bedroom or in the attached bathroom and it would pick me up and work just fine. Not so with the Gen4 Dot.It seems the Gen3 Dots are the best of the bunch with the Gen2s not far behind as far as voice sensitivity goes. It's a shame as I really like the Gen4's sound quality and the LED clock as it makes a perfect bedside alarm clock. Hopefully they'll fix the microphone sensitivity in a future upgrade, but for now, we're a bit disappointed in it's performance. ",4
05-Nov-20,the United States,1,Broke after a month," I brought 2echos during the holidays. Delivery was slow. Worked fine for the first month and then it started disconnecting. I was using it as an alarm so that's why I brought the one with the clock. Now I have to return and wait 4 months for a new one. It is currently 1/18/2021 and the estimated delivery for the replacement is June 2021. I feel very disappointed in the lack of quality and Amazon does not seem to be standing behind the item. Also, Amazon tech support seems kind of clueless, so, just hope you don't run into any problems. I am just hoping the second one doesn't break on me.Finally, I like to say if you are using this as an alarm and run into the disconnecting issue all night long you will be looking at the bottom like showing it is trying to connect. It connects and 20 minutes later and it does it again and it happens all night. That's, why I am returning it as the light, is bright and disturbing in bed. Hopefully, this was just a dud.1/20/2021 - Sad I just dropped my review to one star. Amazon tried to makeup and promised me this can be returned at Kohls because it is close to me. I was happy but the rep lied. Sadly they told me to just choose to return and by me from home and I would be offered to return to Kohls. As I stated the reps don't seem to know much and they are wrong again. Is the company that I ordered a book from in 1997 and completely trusted, sadly NO! I should have returned both echos. Hopefully, the other one does not break, Very sad to say I feel a personal investment in making Amazon the company they are today and they bite the hand that feeds. Not good! One word SEARS!Sincerly a X Amazon Fan and loyal shopper. :( ",4
05-Nov-20,the United States,1,Broke after three month warranty," My son had loved this is he would play music in his room a couple times a week with it, and just liked having some thing that had the capability of talking to him even though he never remembered to ask it anything <U+0001F602>I was so pleased with the purchase, that I bought one from my room as well.The warranty was apparently only for three months, because 4 1/2 months later it no longer works, and Amazon says there＊s nothing they can do about it besides giving me a percentage off if I want to upgrade. There＊s literally not an upgrade available though, I would just be buying the exact same product again.Thankfully, the one I bought from my room is still under warranty, so they＊re sending me a new one. I have no idea why both of my clock echo dots stopped working on the same day, yet my second and first generation echo dots are still working just fine. coincidentally, I got an echo show, and they stopped working right after I set it up. I unplugged the echo show, and neither of them would connect so I can＊t say for sure those two things are related.I find it a little bit ridiculous that a $60 clock only has a three month warranty though. Yes, I understand it is so much more than just tell the time, but that＊s what we used it for, and to have background music. ",4
05-Nov-20,the United States,1,Do not buy this if you want something that works, This item came defective. Everytime you touched it shut off.Offered to replace it. Waited almost 2 weeks and arrived with no power cord. They said keep it and we will ship a new one. Later that day I received an email from them saying they don't have one to send me and also send the other one back. They told me to throw it in the garbage and then dig it out and return it....seriously. I'm supposed to get a refund. Ill take it but not sure how much more I'll be purchasing from them. I hate apple but they are sounding way better ,4
05-Nov-20,the United States,2,I wanted to love it but she just doesn't listen well," I have lots of the 3rd generation echo dots around my house but I decided to replace my alarm clock with the 4th gen Echo Dot with Clock. I was going to get the 3rd gen with clock but when I ordered the 4th gen was the same price and I thought, hey, its newer, it has a bigger number and the round shape may stop me from setting things on top of it. Well, I kind of regret my decision. My master bedroom has an attached sitting room where my wife has a 3rd gen set up.The microphone on the 3rd gen is remarkably better. When I am laying in bed, the 3rd gen dot (in another room) will pick my my voice better than the 4th gen sitting right next to me. What's to like: Sound is better, the clock is handy and isn't too bright. What's not to like: Microphone doesn't work as well and while the round shape does stop me from stacking things on top of it, it is otherwise dorky looking and stands out. Really the first disappointing Echo Dot experience I've had. Maybe the shape of the room and the directionality of the microphones make this the wrong product for me.If you were planning on putting it on your night stand, I'd steer clear.If you are setting it up in your kitchen or office, probably not bad if you like having a croquet ball on your counter. ",4
05-Nov-20,the United States,1,Someone is not talking," UPDATED: Christmas 2021 - Amazon notified me they would replace the unit I returned and, true to their word, I received it the week before Christmas (no word as to what the problem was, no surprise there). I plugged it in and it was connected and functioning perfectly in less than 2 minutes. I stand by my assertion that Amazon is aware of an issue with this model and, in my case, took care of it only after I escalated my complaints. Unfortunately, my local supplier is not Amazon and is not willing to replace the other one (They are still convinced that I＊m too old and stupid to figure it out for myself and that＊s not their problem. Kids these days, amiright?)I have purchased two of this device, one from Amazon and another from a local store. Both were connected to my network and functioning just fine until about 10 days ago. Both Echo DOT devices stopped functioning and the indication was they were no longer connected to the internet. I should mention that I have several other devices that continue to function just fine (including an Echo Studio, TV, laptop, Ring Doorbell, etc). The only thing that does not function are the Echo Dot (4th gen with clock). I, literally, spent an entire day messing with them and tried everything suggested multiple times with no change. When I called Customer Service, i spoke to four different people (they kept handing me off when they couldn't help) and finally the last guy said he would process a return, not to replace but to evaluate and advise. There is OBVIOUSLY an issue with this model, but Amazon isn't acknowledging or addressing it as far as I can tell. I don't mind if there is an issue that needs to be fixed. Technology is complex and stuff happens, but to continually tell me to do the same thing and ""hoping"" for a different result? That's the definition of INSANITY isn't it? Come on Amazon, either take care of the problem so we can use what we have paid for or admit you don't know what it is and let us decide for ourselves if we want to keep buying this junk or not. Just stop treating us like we are the problem and provide a solution, please. ",4
05-Nov-20,the United States,2,Gen 4 and Sound Still Sucks," Have quiet a few Echo Dots Gen 2 through 4. and I'm so disappointed that my newest 4th GEN Echo Dot with Clock has such poor sound quality. Now I'm not talking Music, I don't expect a lot there and as far as music I'm pretty happy with the sound. The voice is so muffled and the 4th GEN isn't much better than the second. Here is what I mean I ask Alexa what the weather is. then I ask my Google Mini 2nd GEN what the weather is and it is Soooooo Much more understandable and clear. Now granted my hearing isn't what it used to be but the Google Mini GEN 2 is magnitudes better. The reason I have so many ECHOs is they run deals all the time and just about give them away. ",4
05-Nov-20,the United States,1,Only lasted 6 months then died.Poor design?," After 6 months of use, the display went out and the led ring is is spinning green on blue.Support says it is a hardware issue ""would you like to purchase a new one""?Are you kidding, $60 and it fails at 6 months.Funny it is even protected by an Amazon surge suppressor strip.I have the original Echo 1 and it's till going.This isn't the 20th century; electronics typically are designed to last longer.If there is early failure, reputable manufacturers make good on it and replace it. ",4
05-Nov-20,the United States,3,Resolved: Failed after 6 months and 90 DAY WARRANTY ONLY!!!!," 9/2021. Updated:Amazon support reached out to me to discuss the issue.Ultimately they provided a replacement Dot that appears to be working well.I do appreciate their help!7/2021:Purchased device end of November 2020, was very happy with it overall- would like the clock to dim more but I worked around it.At about 6 months it started periodically locking up, then it got worse and worse.Caused me to over sleep on work days, would sometimes suddenly glow bright blue at 3 in the morning when it locked up.Skipped my alarms and routines and then created random alarm that saved me from over sleeping.Reminders started coming on at about 3 times the set volume.Amazon support would work with me then escalate a ticket supposed to get back to me within 5 days- twice and they never got back to me.Final tech chat and they were having me do all the same things over again as they had no record of previous chats.One rep disconnected on me when I suggested maybe I should look for Non-Amazon smart device since Amazon was only providing a 3 month warranty even though account say ※may be possible to return§ nearly 13 months after the purchase date.My advice- don＊t buy it or get the 3 year extended warranty.NEVER had a problem with Amazon before but this one has really frustrated me with having at least 6 chats and not standing behind their product.Lack of follow up and lack of seeing previous chats with things we tried.They offered me a 15% discount on a new one -ha. ",4
05-Nov-20,the United States,1,Lemon.Stopped working in 6 months," The media could not be loaded.<U+00A0>I bought this product for Christmas 2020. It worked really well for about 6 months...At first, it would lock up and I'd dismiss it as a fluke in the network or something.Unplug and re-plug it in and it would work for 2-3 weeks with no issue..After a month or two, it started happening more and more.I started to troubleshoot it and followed all the recommended steps.Factory re-sets. Changed Wi-Fi settings in my router.I went to the Amazon Forums for support and found quite a few people were having issues.I added a smart switch and my old 3rd Gen Echo to remove any doubt on network connectivity.I could unplug and plug it back in without moving it and show the Gen3 is getting network signal just fine.Now it is happening daily.The Forum support was unable to help, and the only suggestion from Amazon was ""buy another one"".No thanks.TLDR: Stopped working after 6 months. No support (short warranty period of 90 days).Buyer Beware. ",4
05-Nov-20,the United States,1,Short and sweet -PASS ON THIS ONE WAIT FOR A NEWER VERSION!," It's different. I like that it has a clock, however, This new version is not good at all!! It comes to life on it's own and at times it responds in a different language when I don't even ask it anything.. spooky! And when I tried telling it to stop it would begin rambling.I've become so annoyed with it I have almost recreated the scene from 'Office Space'! Avoid headaches and throat pain, yeah, throat pain from hollering it at telling it to stop... ",5
05-Nov-20,the United States,5,"Very useful, functional and funny assistant, with good sound quality!","The media could not be loaded. <U+00A0>Well, first thing I would like to say is that, before submitting a review, specially a bad review, because you can't do this or that with the Echo Dot, please learn how to use it. Alexa even guides you to things to do and configure during the initial setup.With that said, I gotta say that it is more than I expected. It was setup very easily, the Alexa App is very useful and easy to understand with few practice. Alexa system is straight forward and I like that, as I am not into the ""super conversational/human mimic"" system, I just want an assistant to understand my orders and my request, and Alexa does it very well, so far.For those complaining about the sound quality, I can say that, as someone that enjoy music and HiFi sound, as someone used to the Bose, Sennheiser, JBL, AKG or Harman Kardon sound quality, the Alexa speaker has a good and decent sound quality, considering its size. I read many people saying it has zero bass, but that is not true, It does have a bass level, of course it won't be like having a subwoofer, but it does have, specially when listening to EDM, Pop, Classic Music or Jazz, it sounds very good (refer to the attached video, please use headphones or good speakers to appreciate the sound), and the best part about its sound is the Alexa App Sound settings with a 3-Ways Equalizer, I can't be more satisfied. If I want louder sound with extra super ultra HiFi quality, I can use the 2.1 Speakers connected to my gaming computer.I also read some reviews stating that the display is too bright, well, it can be also adjusted with the Alexa App, there is even an Adapative Display Brightness, perfect for me, when I turn off the lamp next to my bed, the Echo Dot reduces the display brightness automatically to a point it does bother while readable in the dark.I can even listen to my favorite radio stations via TuneIn service, I just ask Alexa and she plays it. Same applies for the audio streaming or music services, I just ask Alexa to play my music from Spotify and she does it!So basically it is just matter of getting familiar with the Alexa App and it all runs smoothly. Just setup the Skills you want and enjoy, including the funny ones. It can also controls the Amazon TV without the remote control. Super cool!All around, so far so good. I do recommend it. ",5
05-Nov-20,the United States,1,I'm guessing most or all of the positive reviews are from people who've never owned an Echo.," I've had Echo units since the first generation.I have the tower, several prior-gen Dots and two Echo Shows.During the Christmas shopping season of 2020, I bought a white dot with the clock on Amazon and my wife bought a black dot without the clock from another approved retailer.They look nice and we tried to like them, but the sound quality is pathetic at best when paired to older units.The sound is harsh, tinny and grating.If you know what an Echo historically sounds like and sound quality means anything to you, it's unlikely you'll be happy with this new Dot.Aside from the terrible sound quality, it functions as well as any other Echo device.If you intend to run it at a very low volume, you might not mind the cheap speaker.At least they were super cheap (I guess that explains the sound quality). ",5
05-Nov-20,the United States,1,No free Amazon Music PRIME on Amazon Echo," As a prime member, I can stream music from Amazon Music PRIME for free on my phone or my computer, as they claim.But when I stream music from Amazon Music PRIME on my new Amazon Echo, it is no logger free there - it puts commercials.In a chat with a rep he says that Amazon Music PRIME is not free on Echo (has commercials) but only free using a subscription of Amazon Music UNLIMITED.That's a cheat for me, and I don't like it.I am going to return the Echo and get Apple HomePod or Google Nest, which practically has same functions and I'd assume will stream the Amazon Music Prime for free as I get on my Phone or computer.Good bye Echo, it was nice meeting you. ",5
05-Nov-20,the United States,1,Decent device’when it works.," Simply put, the Echo dot with clock is a nice little device, until it freezes up and stops working. Once broken, there isn＊t anything you can do because Amazon only offers a 90 day warranty on their products, even for glitchy products that have no damage. I haven＊t had any issues with the other 4 Echo devices in my home and a factory reset did not resolve the problem. Amazon support has also been a shocking disappointment.### Pros* The Echo Dot provides an always on clock to keep track of the time.* Alexa functionally works great with my other smart home devices and is great at trivia.* The clock light can be dimmed and you can change the light color of the Echo Dot when it responds to an action word.* The sound is get loud to hear in. Another room.### Cons* The device freezes up and stops responding for no apparent reason.* Amazon doesn＊t stand by their product after the 90 day warranty period is up, even if the issue is reported before the warranty expires.* The sound isn＊t dynamic so don＊t expect to replace your stereo system.### SummaryI do not recommend the Echo Dot with Clock and would return it if I could. The device is effectively useless as a smart speaker, which is the primary reason I purchased it. ",5
05-Nov-20,the United States,4,One Major Issue," You cannot pair this with a 3rd Gen in Home Theater or Stereo mode. Which is sad there＊s no backwards compatibility on this. I only have the one 4th Gen and can＊t really use it as intended. Only thing you can do is put the different Gens in a group so they play music together, but that＊s all. It kind of pushes you into buying a couple when you may have already invested in the technology, albeit a little older. No thanks! I figured one day the old Gens would be useless hockey pucks, but not so soon. Well on with the review...One thing that did surprise me was the size. Diameter-wise, it is smaller than its predecessor. May be my perception, but it appears to be a rather large orb in the photos so I made unnecessary room for it. It＊s a compact little package and the speaker is forward-facing so sound is a bit fuller and clearer even on lower levels. The LED clock is sharper and a tad larger than the last, so I can make it out in the dark without glasses. Thumbs up! And the light ring is now at the base which is smaller and less intrusive in terms of brightness. (It resembles a tiny alien spaceship with its unearthly glow, in case you＊re into that or just like being notified of its presence.) In terms of the mic, it＊s pretty sensitive. Initially, Alexa had a lot of trouble responding with the slightest background noise, but could pick up commands in the next room with another Dot behind closed doors. Go figure. You do have to setup a new voice profile, so maybe she has to learn your voice again? The new feature of going into low power mode when not in use is nice, since there are long periods where the Dot is idle.Overall it＊s a good looking and fully functional upgrade, but honestly most of the tweaks are in the chassis (easier, flexible buttons too) and what＊s not available, could be fixed in a good software update. Unless you＊re just into the new design, then by all means grab it. But you＊re not missing a heck of a lot of advancement sticking with your 3rd Gen. ",5
05-Nov-20,the United States,1,why no gen 3 music left and right share?, All i really wanted was the 3gen with clock but since they are all sold out. I got the 4th gen and to my suprise i lost stereo sound between generations!What a waste of money and time.If you have gen 3 stay with it .if and when they ever get gen 3 back in with clock i will buy thet and toss this into basment for a standalone dot. ,5
05-Nov-20,the United States,5,New Echo Dot 4 - Must Have!," The new Echo Dot 4 is phenomenal. The clock display is easy to ready, sound quality is great, and as always, setup was a piece of cake through the Alexa app on my iPhone. Highly recommend if you are wanting one with the clock display.The brightness of the clock is perfect. Easy on the eyes. ",5
05-Nov-20,the United States,4,Overall it's an amazing little device," All conspiracy theories aside ;-) , I think it's a great little device.It's my first Echo dot (my first ""Alexa"" device of any kind),as I'd never been drawn to the whole idea.However, I had a chance to get a fourth generation (with clock) at a good price so figured I'd try it to replace my alarm clock.....it was easy to set up, and I was immediately hooked.I even went out and bought some smart bulbs (Merkury) and hooked them up in a couple different rooms and my hallway....This was something I said I'd NEVER do.....and man, do I like the convenience and the ""cool factor"" of being able to say ""Alexa, turn hallway light on"" and like magic (ok, maybe not magic) there is light!I'm purchasing a few more bulbs and will try some other smart devices...as well as probably adding a couple more Echo's or Echo dots for other rooms.I won't list all the things you CAN do with it, as there are a gazillion...and plenty of videos on Youtube.Is it perfect?No.Do I have complaints/nitpicks?Yup....1) I find that Alexa's voice sounds muffled a lot of the time....even after trying to adjust the audio settings....which seem to work for the material like music, etc....but not her voice?2) I find the sound balance between her voice and music or other soundsto not be very good....in my case, I have to turn the unit up to hear her voice, but when the news reports or music or whatever start they are BLARING in comparison.It would be REALLY nice (are you listening Amazon?) if they had 1 volume control for her voice, and 1 for sounds/music/etc...so you could find a good balance.It would also be nice if the EQ settings effected the Alexa voice (if it already does, maybe I just couldn't tell)3) A couple of the ""skills"" (Song Quizfor one) have seemingly caused the unit to freeze, where I've had to unplug it and start it again.....that could just have been bad luck on my part, I suppose.4) The overall sound quality is.......ok....I've read some people really complain about how small it sounds....well, surprise, surprise, it IS small.....of COURSE it's not going to sound like a nice audio system.It's not great....but it sounds ok for my purposes at the moment....but, if I was using it as my primary music source, I'd , either hard wired or wirelessly, run it out to a better system or speaker(s).At the moment, those are the main things I've found ""wrong"" with it.....And even with those things, it's a good 4 - 4.5 stars. ",5
05-Nov-20,the United States,5,You must know what the different lights Alexa puts out.," I feel the time light could be a litter brighteror better yet ! put a dimmer to aloud people to choose how bright they would like it. I have Alexa sitting up high, I like it up high yes I can't see the color lights, can't see the notification light, for an example, I was expecting a package from Amazon and Alexa notification did come on but could not see the notification light until I stand up I'm sure I'm not the only one who does this. What I do like is when I got Alexa for Christmas last year I said to my self ( Great we are going to have problems setting it up or it's not going to work out.) But! I was wrong easy to set up, easy to hook up to where I can turn off certain devices which is cool, Now I love my Alexa, would really recommend everyone must get, will make your life a little easier. WHAT I RECOMMEND IS FOR ALEXA IS THAT MAYBE CHANGE THE LOCATION OF THE LIGHTING. HERE IS A FEW SUGGESTIONS I HAVE. EIGHTER PUT THE LIGHT EIGHTER IN THE MIDDLE OF THE BALL OR PUT THE LIGHT ON TOP OF THEBALL OR EVEN COOLER, MAKE THE HOLE BALL LIGHT UP, LIKE WHEN N.Y. DROPS THE BALL, TURN COLORS FOR NOTIFICATION AND TO LET YOU KNOW ALEXA IS ON WHEN YOU SAY ALEXA, YOU HAVE THE BLUE COLOR FOR WHEN SHE TURNS ON, ANDYELLOW FOR NOTIFICATION, AND OTHER THINGS, SO TO MAKE IT EASIER PUT THE LIGHT ON TOP OF BALL OF MAKE THE HOLE BALL TURN THE COLORS FOR DIFFERENT THINGS, LIKE ALEXA NOTIFICATION. TO ALOUD PEOPLE WHO PUT THEIR ALEXA UP HIGH. JUST A SUGGESTION.I guess what I'm saying is when people like myself put it up high we can't see the notification light of any notifications or when you say Alexa I can't see the light is on or I walk up to it. ",5
05-Nov-20,the United States,2,"Just initial impressions, will update later ( 2 updates so far )"," I was excited to finally receive the new ED w Clock, there was huge demand.Everything arrived fine and the shipping box was more appropriately sized instead of some great box for the tiny contents.It also makes it feel like something very impressive must be inside.The nice parts:Sound is much improved over the older models.It has a CLOCK!( of course ) and the LED illumination is adjustable or automatic.You don't have to be able to see it to snooze the alarm - you can keep your eyes closed and just reach out and tap it on the noggin.The not-so-nice parts:The power adapter is changed and doesn't have a replaceable cord.The power cord is pretty short, too short.The light ring (now on the bottom) will sometimes illuminate brightly - during the middle of the night, for unknown reasons.Alexa is still a product in development.Some day...( it still triggers incorrectly quite often and relies too much on 3rd parties )update 1:another not-so-nice part - the only way to get the outside temperature to show is to ask about it and then it will launch an entire weather report instead of just the temperature.update 2: Apr 7, 2021more on the power adapter - the brick itself is so large it takes up 3 spots on the battery backup I've got it plugged into.Also, when I ask to 'show me the volume' it will increment the volume level.A trouble ticket is being started on this one.Another item - it appears that while you may pair two of these devices for stereo sound, you can't use them as speakers for, say, an Amazon Fire HD 10 Tablet.That's a BIG downer and SHOULD be mentioned somewhere as this was the biggest reason I bought 2 of them.Actually, the ONLY reason I bought 2. ",6
05-Nov-20,the United States,5,Great Upgrade," I will state from the start that I bought this to upgrade from the Echo Dot 2nd generation I have not had the 3rd generation so I can't compare it to that.I was interested in this new dot because the reviews said the sound was good for the size and I liked that it has a clock on it.Overall I have been very happy with it so far. The sound quality is fantastic compared to the 2nd generation. Is it perfect no of course not but for the price and size I think it's good. I bought the blue one and like it but don't understand why they could not have made it in black as well. I like the clock it works well and I can set a routine to turn the clock off when I go to bed at night since I don't like having it on at night. I wish they had built in a setting to have it turn off for a set time but thankfully using routines did that trick. I know some people don't like the round shape of the new dot but I don't mind it I was kind of sick of the hockey puck and so now I have a bowling ball I guess but I like the look overall. In the end, I am quite happy with the 3 I bought and I am glad to see Amazon doing better with sound quality with each upgrade. I highly recommend this product. ",6
05-Nov-20,the United States,5,Household helper," I like these with the clocks.I have the Dot with the clock in my bathroom, the Spot as my alarm clock, etc. & now this one for my office.With the Echo base in my living room, I can have access everywhere as well as music in multiple rooms.It's kinda funny how the Spot in my bedroom has more personality than the others.""She"" will tell me goodnight, hope you had a wonderful day, or pleasant dreams.If I say thank you, she responds with you're quite welcome, my pleasure, etc. Sometimes they'll call me by name, but not often.I need to get them personalized a little more.(Sometimes we have to argue about what it is I've asked for!)Quite handy for quick reminders, timers, etc. like when you're watering the lawn.Perfect companions with Satellite radio without having to buy their extra plan & receivers. Hands free all the way! ",6
05-Nov-20,the United States,5,Alexa hears everything...... E V E R Y T H I N G," I like that the echo dot now controls the lighting in my bedroom, tells me what time it is and can play music with decent audio quality. I don't like that I now receive ads for products and services based on private conversations with my partner. ",6
05-Nov-20,the United States,1,Device produced in 2020 has more problems than a 1st gen device from 2014," The media could not be loaded.<U+00A0>I purchased the Amazon 4th gen Dot in October of 2020. It was running fine until coincidentally about a year in it started crapping out on me. I would ask it questions and suddenly it would lock up with no response and the blue ring running forever. I'd unplug and plug in the Dot, wait for it to boot up then it would work fine for a bit. Sometimes for 10 minutes, sometimes for days. Then suddenly it would lock up again. I don't know if there's a keyword or phrase I'm saying to cause this, but it's unacceptable for a product after only one year to have such a major malfunction. In the video you'll see me comparing this 4th gen Dot to a 1st gen Echo I bought back in 2016, but keep in mind it was released in 2014 so that device could be as much as 7 years old. I beat that device to crap (verbally) and it's still running like a champ. I spoke with customer service and they said I was past my warranty period so they couldn't do anything for me. It's unacceptable for me to have paid my hard earned money for a device that hardly lasted a year. 1 star. ",6
05-Nov-20,the United States,1,"Great when it works....but when stops working, there is zero real support from Amazon"," Alexa is beyond unreliable, right now we are sitting it the dark because yet again Alexa in both our Echo's has decided to not find any of our smart switches...but thats ok, wait an hour or so and Alexa will work just fine....until it stops working again.What makes this worse is there is zero support from Amazon, their standard answer is ""reset your echo back to factory and start over"".If I could return them and all the switches and get a refund I would, and then look for a system that not only works, but actually has real support for when it doesn't.I have reached out to Amazon and to the makers of the smart switches, but they are just like our two echos......unresponsive.There has to be a better system.UPDATE: June 2021Well, here it is, 6 months of owning 2 Echos....and still the are totally unreliable. Came home tonight to a dark house, and Alexa refuses to connect to any of the smart lights...and tomorrow, when I go to call Amazon support it will work just fine.I truly wish I could send back the 2 echos I have and all the smart lamps and replace them with a system that works consistently, instead I'm stuck with high tech paperweights. At least I now know why the units are shaped like a ball, it's so they are easy to unplug and throw in the trash.The worst part is how totally unhelpful Amazon support has been, their standard answer is ""factory reset it and start over"" is still all they can offer.You would think by now Amazon would have got this tech working correctly. Very very disappointedUPDATE June 20thWell, today both my Echos have finally lost their minds. and no amount of resetting and reprogramming will get them to work. To their credit Amazon did reach out to me but their live support is only open 9am - 6pm weekdays, and Alexa seems to always go rogue in the evening or over the weekend.Bottom line is an Echo is a fun device to play music on, it's a decent alarm clock, and it works for reminders, but if you want it to do home automation, for the sake of your sanity, get something else. ",6
05-Nov-20,the United States,3,Nope...not if you wear glasses," Okay...I had a Dot and found it very useful. It sits atop the tall dresser in my room. When I needed to make space on my nightstand for a humidifier, I got the bright idea to order a Dot with a clock, to replace the one on the dresser, thereby eliminating the bulky alarm clock that sits on the night stand. Already gave the alarm clock to the Goodwill. However, my plan was not well thought out. I wear glasses and the Dot's digital display is small and faint, making it impossible to see across the room. Sure, I could put my glasses on, which I have done, but I still need to squint and reason out that I am seeing a 6, not an 8, because it's not light out. Or, I could say Alexa, what time is it? The problem with that is that Chatty Cathy can't just state the time...she has to add more information, like ""Did you know I can recite all of the books of the Bible?"" And then you're awake, and thinking about Leviticus. This Dot, unlike my last one, also seems to have trouble with word recognition. 'She' has twice now, responded to words like 'unless' or 'also' thinking I said her name. I have included a photo of the device at night, taken at two feet. Take your glasses off and see if you can read it. ",6
05-Nov-20,the United States,3,"Piece of junk, breaks in less than 6 months"," Never noticed Amazon only provides a 90 day warranty. The think broke in less than 6 months and has the blue light on the base go on every 24 hours and refuses to take any commands until I unplug and re-plug it in. Spoke to their support and they tried a reset but the same problem persists. They then tell me it is out of warranty and to bad! Was told to bad sorry!I was under the impression it came with a standard 1 year warranty (as almost every other electronic product). The 90 day warranty tells me they expect it to break!Stay away, its a piece of junk!----------------UPDATED: After writing this review I heard from an Amazon representative. He was saying that it is looking like there is a pattern of defects here with similar problems as to what I have described and they do not know why it happens. He replaced the Echo Dot 4th Gen and had me send the old one back so they can perform more tests.Glad they reached out and hopefully they can figure out why the problem is happening to people! ",6
05-Nov-20,the United States,2,I bought a lemon!," I have several Alexa devices scattered around my home and they all work really well, apart from this one! I really just wanted an alarm clock for the bedroom and liked the features on this so decided to add another 'Alexa' to the family. This one drops offline continuously and the alarm goes off maybe 1 day in 5 (not ideal). In addition, it suddenly shoots up to maximum brightness in the middle of the night for no reason and the blue light on the bottom just spins and spins until I unplug it in!I got in touch with tech support twice so far and they just tell me to reset it (I'm getting extremely familiar with that process) and then finish the conversation by telling me it's too late to return it, which is not really very helpful. It then works for a few hours and....off it goes again. I'm disappointed in both the product and the not-so-technical support. I hate leaving negative reviews but I can honestly say this deserves it. ",6
